subj_idx,stim,response,rt,condition
2013,-1,0,-1.9036,-1
2013,0,0,-2.8843,1
2013,-0.5,1,3.2849,1
2013,0.5,1,2.4658,1
2013,1,1,1.8901,-1
2013,-0.5,0,-0.80458,-1
2013,-0.5,0,-1.5147,1
2013,-1,0,-0.97302,1
2013,-5,0,-0.65723,1
2013,-0.5,1,4.3782,-1
2013,1,1,1.8008,1
2013,0,0,-4.7157,1
2013,0,1,3.5045,1
2013,0.5,1,1.4284,1
2013,0,1,1.0154,-1
2013,0,0,-1.1725,-1
2013,-0.5,1,1.7099,1
2013,0,0,-4.1546,1
2013,1.5,1,2.2879,1
2013,0,0,-6.6004,1
2013,0.5,1,1.8326,-1
2013,0.5,1,1.4501,1
2013,0,0,-2.9229,1
2013,-0.5,1,5.7941,-1
2013,-5,0,-0.98187,-1
2013,0.5,1,1.559,1
2013,5,1,0.84477,-1
2013,0,1,0.77723,-1
2013,0,0,-1.7908,1
2013,0.5,1,3.4987,1
2013,-1.5,0,-1.2094,-1
2013,-1,0,-2.6276,1
2013,1,1,1.416,1
2013,1.5,1,0.87171,1
2013,0,0,-1.6587,-1
2013,0.5,0,-0.99381,-1
2013,1,1,1.9933,1
2013,0,1,3.5966,-1
2013,-1.5,0,-1.8596,-1
2013,1.5,1,0.94992,1
2013,1,1,2.084,-1
2013,0.5,1,0.89817,-1
2013,0.5,0,-4.7513,-1
2013,1,1,1.6319,-1
2013,1.5,1,2.2312,-1
2013,0,0,-2.8832,1
2013,5,1,0.881,-1
2013,0.5,1,1.1334,-1
2013,-0.5,0,-2.6503,-1
2013,-1,0,-2.849,-1
2013,1.5,0,-1.4107,-1
2013,-1,0,-0.78112,-1
2013,-0.5,0,-1.6798,1
2013,-0.5,1,1.1936,1
2013,0.5,1,3.4892,1
2013,1,1,1.743,1
2013,-0.5,0,-0.86607,1
2013,0,0,-1.6493,1
2013,-1.5,1,1.4131,-1
2013,-0.5,1,3.6493,1
2013,1.5,1,1.1461,-1
2013,-1.5,0,-0.8084,1
2013,0.5,0,-1.0738,-1
2013,1,1,0.79219,-1
2013,0.5,1,0.64849,1
2013,-1,1,1.4662,1
2013,1,1,1.0135,1
2013,0.5,1,3.8604,1
2013,-5,0,-1.1418,-1
2013,0.5,0,-1.1234,-1
2013,0.5,1,0.94702,1
2013,0.5,1,1.7107,1
2013,-0.5,0,-2.048,1
2013,0,1,2.3026,-1
2013,-1,0,-4.5131,-1
2013,0,0,-1.2819,-1
2013,1,1,0.93798,1
2013,-1,0,-1.378,-1
2013,0.5,1,5.1336,1
2013,-1,1,1.0768,-1
2013,0,1,1.104,1
2013,-0.5,0,-1.5178,1
2013,0.5,1,2.8257,1
2013,1,0,-1.3487,-1
2013,-0.5,1,1.1453,-1
2013,-0.5,0,-1.6748,1
2013,-1,1,1.1301,1
2013,-5,0,-0.72192,1
2013,-0.5,0,-1.8583,-1
2013,1,1,1.5348,1
2013,0,1,1.0702,1
2013,0,1,1.7976,1
2013,0.5,1,1.1664,1
2013,0,1,0.9375,-1
2013,0,0,-1.2751,-1
2013,-0.5,1,3.5549,1
2013,0,1,1.2446,1
2013,1.5,1,2.9448,1
2013,0,0,-1.5723,1
2013,0.5,1,0.99119,-1
2013,0.5,0,-2.194,1
2013,0,1,0.99623,1
2013,-0.5,1,3.8602,-1
2013,-5,0,-0.5919,-1
2013,0.5,1,0.85807,1
2013,5,1,0.81241,-1
2013,0,0,-1.0966,-1
2013,0,1,1.1581,1
2013,0.5,1,2.2132,1
2013,-1.5,0,-3.777,-1
2013,-1,1,2.0438,1
2013,1,0,-0.87485,1
2013,1.5,1,4.0636,1
2013,0,0,-0.78682,-1
2013,0.5,1,1.0703,-1
2013,1,1,3.1786,1
2013,0,1,0.80583,-1
2013,-1.5,0,-1.3869,-1
2013,1.5,1,1.1262,1
2013,1,1,1.8372,-1
2013,0.5,1,1.5483,-1
2013,0.5,1,4.5706,-1
2013,1,1,0.69374,-1
2013,1.5,1,0.75807,-1
2013,0,1,0.91606,1
2013,5,1,0.79888,-1
2013,0.5,1,1.6548,-1
2013,-0.5,0,-2.0828,-1
2013,-1,1,3.0652,-1
2013,1.5,1,2.0262,-1
2013,-1,0,-0.8073,-1
2013,-0.5,1,0.91599,1
2013,-0.5,0,-2.0169,1
2013,0.5,1,3.9501,1
2013,1,1,1.9108,1
2013,-0.5,0,-2.2809,1
2013,0,1,3.4128,1
2013,-1.5,0,-0.90781,-1
2013,-0.5,0,-3.3839,1
2013,1.5,1,2.7687,-1
2013,-1.5,0,-2.2871,1
2013,0.5,1,1.6228,-1
2013,1,1,1.0659,-1
2013,0.5,0,-1.0067,1
2013,-1,0,-1.9577,1
2013,1,1,0.62555,1
2013,0.5,1,0.98093,1
2013,-5,0,-0.68664,-1
2013,0.5,1,0.73788,-1
2013,0.5,1,2.7443,1
2013,0.5,0,-0.80818,1
2013,-0.5,0,-1.4632,1
2013,0,1,2.2077,-1
2013,-1,0,-2.1599,-1
2013,0,0,-3.4481,-1
2013,1,1,2.7517,1
2013,-1,0,-0.82935,-1
2013,0.5,1,3.5771,1
2015,0,1,1.7599,1
2015,-1,1,2.263,1
2015,-0.5,1,1.0396,1
2015,1.5,0,-0.77392,1
2015,0,1,2.4649,1
2015,-0.5,1,1.6659,-1
2015,0,1,0.82308,1
2015,0,1,2.0841,1
2015,-1.5,0,-1.8015,-1
2015,-5,0,-0.9095,1
2015,-1.5,0,-1.4946,-1
2015,-0.5,0,-2.34,-1
2015,1,1,1.0883,1
2015,0.5,1,1.6698,1
2015,0.5,1,0.86339,-1
2015,-0.5,1,3.5999,1
2015,0.5,0,-2.2746,1
2015,0,1,2.9021,-1
2015,0.5,1,0.8686,1
2015,1,1,0.79284,-1
2015,5,1,0.80048,1
2015,-1,0,-1.6477,1
2015,-1.5,0,-1.7763,1
2015,-1,1,1.165,1
2015,0,1,1.0008,-1
2015,-1,0,-1.9482,-1
2015,-1,0,-0.87436,-1
2015,1.5,1,0.97409,1
2015,-5,0,-0.78283,-1
2015,0,0,-1.3611,1
2015,-0.5,0,-3.4659,1
2015,0.5,1,0.75462,1
2015,1,1,1.8772,-1
2015,-1.5,0,-4.0649,1
2015,1.5,1,0.78912,-1
2015,0.5,1,0.82539,1
2015,-1.5,0,-0.82915,1
2015,0.5,1,0.80084,1
2015,-1.5,0,-2.4409,1
2015,1,1,1.0431,1
2015,-0.5,1,1.2058,-1
2015,-0.5,1,0.85667,1
2015,0,1,0.9413,-1
2015,0,1,1.5221,1
2015,-1,0,-2.052,1
2015,1,1,1.0063,-1
2015,1.5,1,0.70049,1
2015,-1,1,2.6768,1
2015,-1,1,1.1525,1
2015,1,1,2.431,-1
2015,-0.5,1,1.8096,1
2015,-1,0,-0.97495,1
2015,1.5,1,1.3067,1
2015,1.5,1,1.9302,-1
2015,0,1,0.86094,1
2015,0,0,-1.3754,-1
2015,0,0,-3.2315,-1
2015,-0.5,0,-2.6581,1
2015,1,1,0.827,1
2015,-0.5,1,1.4924,-1
2015,0.5,1,2.1824,-1
2015,0.5,1,1.6569,1
2015,-0.5,1,1.8257,-1
2015,0,1,3.6527,-1
2015,-0.5,0,-0.77929,-1
2015,-1,0,-2.8632,-1
2015,1,1,0.91296,1
2015,0,1,1.1332,1
2015,0,1,6.2594,1
2015,-1.5,1,1.7049,1
2015,1.5,1,1.6437,-1
2015,1,1,0.99071,1
2015,-0.5,0,-1.5501,-1
2015,-0.5,1,2.1163,1
2015,-1.5,0,-1.5408,1
2015,1,1,0.80975,1
2015,1,1,1.1172,-1
2015,0,0,-1.0152,-1
2015,0,1,2.7724,1
2015,0,1,1.3761,-1
2015,-1,0,-1.3254,-1
2015,1,1,1.3165,1
2015,0.5,1,0.98615,-1
2015,0,0,-2.6929,-1
2015,0,1,1.1719,1
2015,-0.5,1,1.8722,-1
2015,1,1,1.3867,1
2015,-0.5,1,1.9104,-1
2015,0,1,1.7451,-1
2015,-1.5,0,-1.0109,-1
2015,-1,0,-2.3907,-1
2015,5,1,0.68153,-1
2015,0.5,1,0.82507,-1
2015,1,1,1.2775,-1
2015,1,1,0.81495,1
2015,-1.5,0,-0.96771,-1
2015,0,0,-1.2986,-1
2015,0.5,1,0.94327,-1
2015,-1,0,-1.5404,-1
2015,0,1,2.9253,-1
2015,1,1,1.9687,-1
2015,1.5,1,1.1725,1
2015,0,1,2.1703,1
2015,1.5,1,0.75784,-1
2015,1.5,1,0.97977,-1
2015,-1,0,-4.0714,-1
2015,-1,0,-1.1264,-1
2015,-1.5,1,1.9432,-1
2015,0.5,1,0.91444,1
2015,1.5,1,0.89091,-1
2015,0.5,1,0.81955,-1
2015,1,1,2.3347,-1
2015,0,1,2.551,-1
2015,-0.5,1,1.2806,1
2015,-1,0,-1.889,-1
2015,-1.5,0,-1.2347,-1
2015,1.5,1,1.038,1
2015,0.5,1,0.89827,-1
2015,5,1,0.82334,1
2015,0,1,1.2038,-1
2015,0.5,1,2.3516,-1
2015,-1,0,-1.3644,1
2015,-5,0,-0.83712,1
2015,-1,0,-2.1402,-1
2015,0.5,0,-1.0034,-1
2015,0.5,1,0.84147,1
2015,0,0,-1.2554,1
2015,-0.5,1,2.1905,-1
2015,-0.5,0,-1.1563,1
2015,-0.5,1,1.6772,-1
2015,5,1,0.73058,-1
2015,-0.5,0,-4.1043,1
2015,-1,0,-1.3706,1
2015,0.5,1,0.79359,1
2015,-0.5,0,-1.0401,1
2015,0.5,1,1.6283,-1
2015,0.5,0,-1.1619,-1
2015,-5,0,-0.7405,-1
2015,1,1,0.90518,-1
2015,-0.5,1,1.3805,-1
2015,0.5,1,0.88025,1
2015,0,1,1.6574,1
2015,-0.5,1,4.5634,-1
2015,-0.5,1,0.91578,1
2015,0,1,1.5508,-1
2015,1,1,0.77394,1
2015,0.5,1,0.79165,-1
2015,0,1,0.89473,-1
2015,-0.5,1,1.6799,-1
2015,0.5,1,1.467,1
2015,0.5,1,0.99768,1
2015,0.5,1,2.0639,-1
2015,0.5,1,0.90395,1
2015,0.5,1,1.2586,-1
2015,0,1,2.5416,1
2015,-0.5,1,2.2323,1
2015,-1,0,-1.8157,1
2015,-0.5,1,1.059,1
2015,1,1,1.0318,-1
2016,-1.5,0,-1.1822,1
2016,1,1,1.3918,-1
2016,1.5,1,1.1156,1
2016,0,0,-2.0244,-1
2016,1,1,1.4812,-1
2016,-1,1,3.5654,-1
2016,0,1,1.892,1
2016,-0.5,0,-1.4462,-1
2016,-1.5,0,-1.1244,1
2016,1,1,0.97653,-1
2016,1.5,1,0.92304,1
2016,0,1,1.4649,-1
2016,1,1,0.95222,-1
2016,-1,0,-1.3637,-1
2016,0,0,-2.4841,1
2016,-0.5,1,0.98271,-1
2016,-1.5,1,0.97023,1
2016,1,1,4.7969,-1
2016,1.5,1,0.97815,1
2016,0,0,-1.604,-1
2016,1,1,1.1788,-1
2016,-1,0,-1.3537,-1
2016,0,1,1.0464,1
2016,-0.5,0,-3.1399,-1
2016,-1.5,0,-0.85814,1
2016,1,1,1.0761,-1
2016,1.5,1,0.93579,1
2016,0,0,-1.2319,-1
2016,1,1,1.2961,-1
2016,-1,0,-2.0133,-1
2016,0,1,3.0491,1
2016,-0.5,1,1.5308,-1
2016,-1.5,0,-1.0469,1
2016,1,1,1.1382,-1
2016,1.5,1,1.561,1
2016,0,1,2.0761,-1
2016,1,1,1.8288,-1
2016,-1,0,-1.5547,-1
2016,0,1,1.1561,1
2016,-0.5,0,-1.87,-1
2016,-1.5,0,-1.7586,1
2016,1,1,1.359,-1
2016,1.5,1,1.4793,1
2016,0,0,-1.1475,-1
2016,1,1,1.108,-1
2016,-1,0,-1.3044,-1
2016,0,1,1.5615,1
2016,-0.5,0,-1.4562,-1
2016,-1.5,0,-0.8032,1
2016,1,0,-2.3383,-1
2016,1.5,1,1.052,1
2016,0,0,-5.1477,-1
2016,1,1,4.5282,-1
2016,-1,1,1.7475,-1
2016,0,0,-4.4277,1
2016,-0.5,1,1.4337,-1
2016,-1.5,0,-2.2202,1
2016,1,1,1.3764,-1
2016,1.5,1,1.1836,1
2016,0,1,2.5133,-1
2016,1,1,1.8389,-1
2016,-1,0,-2.2917,-1
2016,0,1,1.2637,1
2016,-0.5,0,-1.8891,-1
2016,-1.5,1,1.2306,1
2016,1,0,-3.0379,-1
2016,1.5,1,1.0393,1
2016,0,1,1.8459,-1
2016,1,1,2.407,-1
2016,-1,1,3.4177,-1
2016,0,1,3.5512,1
2016,-0.5,0,-1.842,-1
2016,-1.5,0,-0.97717,1
2016,1,1,1.7376,-1
2016,1.5,0,-0.85844,1
2016,0,1,1.4929,-1
2016,1,1,1.3719,-1
2016,-1,0,-1.7294,-1
2016,0,0,-2.9635,1
2016,-0.5,0,-1.5607,-1
2016,-1.5,0,-1.3502,1
2016,1,1,1.5261,-1
2016,1.5,1,1.1999,1
2016,0,1,1.9072,-1
2016,1,1,1.2629,-1
2016,-1,1,1.5748,-1
2016,0,0,-2.1494,1
2016,-0.5,1,3.6989,-1
2016,-1.5,0,-1.3624,1
2016,1,0,-1.7646,-1
2016,1.5,0,-1.0883,1
2016,0,1,0.93597,-1
2016,1,1,1.1209,-1
2016,-1,0,-1.1656,-1
2016,0,1,1.3685,1
2016,-0.5,0,-1.7737,-1
2016,-1.5,1,1.6048,1
2016,1,0,-2.5642,-1
2016,1.5,1,0.90627,1
2016,0,1,0.90391,-1
2016,1,0,-1.6767,-1
2016,-1,1,1.5066,-1
2016,0,1,1.0013,1
2016,-0.5,0,-1.1683,-1
2016,-1.5,0,-1.1014,1
2016,1,0,-1.7153,-1
2016,1.5,1,0.98014,1
2016,0,1,1.6562,-1
2016,1,1,1.1307,-1
2016,-1,1,1.7399,-1
2016,0,1,2.4907,1
2016,-0.5,0,-1.8669,-1
2016,-1.5,1,2.0121,1
2016,1,1,1.1968,-1
2016,1.5,1,1.1609,1
2016,0,1,1.8671,-1
2016,1,1,2.9572,-1
2016,-1,0,-1.4775,-1
2016,0,1,2.8989,1
2016,-0.5,0,-2.1754,-1
2016,-1.5,0,-0.87437,1
2016,1,1,1.0516,-1
2016,1.5,1,1.4828,1
2016,0,0,-2.568,-1
2016,1,1,2.1464,-1
2016,-1,1,0.93049,-1
2016,0,1,4.0315,1
2016,-0.5,1,1.9547,-1
2016,-1.5,0,-1.3552,1
2016,1,1,1.0173,-1
2016,1.5,1,1.0425,1
2016,0,1,1.0463,-1
2016,1,1,1.7043,-1
2016,-1,0,-2.3989,-1
2016,0,1,2.4875,1
2016,-0.5,1,1.8695,-1
2016,-1.5,0,-1.449,1
2016,1,1,1.6802,-1
2016,1.5,1,2.3023,1
2016,0,1,2.7365,-1
2016,1,1,1.2259,-1
2016,-1,0,-0.87972,-1
2016,0,0,-1.3388,1
2016,-0.5,0,-0.98427,-1
2016,-1.5,0,-1.4791,1
2016,1,1,0.9303,-1
2016,1.5,1,1.0668,1
2016,0,1,2.5979,-1
2016,1,1,1.6901,-1
2016,-1,1,0.93182,-1
2016,0,1,1.6746,1
2016,-0.5,0,-1.5499,-1
2016,-1.5,0,-1.1601,1
2016,1,1,1.0581,-1
2016,1.5,1,1.3429,1
2016,0,0,-1.8361,-1
2016,1,1,1.6564,-1
2016,-1,0,-2.9019,-1
2016,0,0,-1.6284,1
2016,-0.5,1,1.1218,-1
2017,-1,0,-1.2803,-1
2017,0,0,-1.4746,1
2017,0,1,1.5233,-1
2017,1,1,1.0341,1
2017,1,1,1.3142,1
2017,0,1,1.9704,-1
2017,1.5,0,-1.1923,-1
2017,0.5,1,1.3579,-1
2017,-1,0,-4.0238,-1
2017,0,1,1.6661,1
2017,0,1,2.5475,-1
2017,1,1,2.7872,1
2017,1,1,1.283,1
2017,0,0,-2.4232,-1
2017,1.5,1,3.3331,-1
2017,0.5,1,0.98886,-1
2017,-1,1,1.1556,-1
2017,0,1,0.89672,1
2017,0,0,-2.0369,-1
2017,1,1,1.4159,1
2017,1,1,1.2117,1
2017,0,1,0.86995,-1
2017,1.5,1,1.2517,-1
2017,0.5,0,-1.7545,-1
2017,-1,0,-0.94508,-1
2017,0,0,-1.471,1
2017,0,0,-2.3109,-1
2017,1,1,3.0682,1
2017,1,1,0.96453,1
2017,0,0,-1.1665,-1
2017,1.5,1,1.9437,-1
2017,0.5,1,1.8166,-1
2017,-1,0,-1.493,-1
2017,0,1,1.8576,1
2017,0,0,-1.8429,-1
2017,1,1,0.95536,1
2017,1,1,1.6643,1
2017,0,1,3.3325,-1
2017,1.5,1,1.4034,-1
2017,0.5,1,1.3252,-1
2017,-1,0,-1.0605,-1
2017,0,1,3.6559,1
2017,0,0,-1.0713,-1
2017,1,0,-2.0555,1
2017,1,1,1.7533,1
2017,0,0,-3.605,-1
2017,1.5,1,1.2034,-1
2017,0.5,0,-7.669,-1
2017,-1,0,-3.1068,-1
2017,0,1,1.5934,1
2017,0,1,1.1419,-1
2017,1,1,3.0325,1
2017,1,1,0.93143,1
2017,0,0,-1.3353,-1
2017,1.5,1,2.8674,-1
2017,0.5,1,2.0184,-1
2017,-1,0,-1.4296,-1
2017,0,0,-2.9357,1
2017,0,1,4.3614,-1
2017,1,1,0.90933,1
2017,1,1,0.91281,1
2017,0,0,-1.125,-1
2017,1.5,1,1.1446,-1
2017,0.5,1,3.1857,-1
2017,-1,1,0.73984,-1
2017,0,1,1.9423,1
2017,0,0,-1.3721,-1
2017,1,1,3.7205,1
2017,1,1,0.89029,1
2017,0,1,0.81805,-1
2017,1.5,1,1.1792,-1
2017,0.5,1,1.105,-1
2017,-1,0,-0.93789,-1
2017,0,1,1.5546,1
2017,0,1,2.1055,-1
2017,1,1,0.9582,1
2017,1,1,1.3814,1
2017,0,1,4.6827,-1
2017,1.5,1,0.81462,-1
2017,0.5,1,1.8628,-1
2017,-1,1,2.3345,-1
2017,0,1,0.71269,1
2017,0,1,1.0406,-1
2017,1,1,1.1811,1
2017,1,0,-1.7373,1
2017,0,1,1.9104,-1
2017,1.5,1,1.4512,-1
2017,0.5,0,-1.5005,-1
2017,-1,1,1.7619,-1
2017,0,1,2.3064,1
2017,0,1,1.2832,-1
2017,1,1,1.0094,1
2017,1,1,0.98602,1
2017,0,0,-1.1925,-1
2017,1.5,1,1.2505,-1
2017,0.5,1,1.0074,-1
2017,-1,1,1.1726,-1
2017,0,1,2.1068,1
2017,0,0,-2.6449,-1
2017,1,1,1.7775,1
2017,1,1,1.4437,1
2017,0,1,2.2036,-1
2017,1.5,1,1.2793,-1
2017,0.5,1,1.7705,-1
2017,-1,0,-0.78787,-1
2017,0,1,1.338,1
2017,0,1,1.3604,-1
2017,1,1,1.5432,1
2017,1,1,1.2025,1
2017,0,1,5.0587,-1
2017,1.5,1,2.3515,-1
2017,0.5,1,5.2728,-1
2017,-1,0,-4.8445,-1
2017,0,0,-1.6335,1
2017,0,1,1.1287,-1
2017,1,1,1.1529,1
2017,1,1,0.90715,1
2017,0,1,2.3906,-1
2017,1.5,1,1.2661,-1
2017,0.5,1,1.1205,-1
2017,-1,0,-2.695,-1
2017,0,0,-3.7039,1
2017,0,1,4.1298,-1
2017,1,1,1.5539,1
2017,1,1,1.1981,1
2017,0,1,1.4779,-1
2017,1.5,1,1.2919,-1
2017,0.5,1,2.6466,-1
2017,-1,0,-1.8919,-1
2017,0,1,1.4103,1
2017,0,1,1.005,-1
2017,1,1,1.2823,1
2017,1,1,0.86035,1
2017,0,0,-5.7069,-1
2017,1.5,1,2.2819,-1
2017,0.5,1,3.2035,-1
2017,-1,0,-0.98533,-1
2017,0,1,1.8687,1
2017,0,0,-1.0424,-1
2017,1,1,1.735,1
2017,1,1,3.104,1
2017,0,1,0.87778,-1
2017,1.5,1,0.87521,-1
2017,0.5,0,-2.2426,-1
2017,-1,0,-0.83711,-1
2017,0,1,3.5934,1
2017,0,0,-3.0313,-1
2017,1,0,-1.2038,1
2017,1,1,2.4313,1
2017,0,0,-2.3793,-1
2017,1.5,1,1.1006,-1
2017,0.5,1,1.5515,-1
2017,-1,0,-1.502,-1
2017,0,0,-4.0066,1
2017,0,0,-1.2692,-1
2017,1,1,2.1832,1
2017,1,1,2.8339,1
2017,0,1,1.3801,-1
2017,1.5,1,1.5915,-1
2017,0.5,0,-1.4062,-1
2018,1.5,1,2.139,-1
2018,0,0,-1.7005,-1
2018,5,1,0.96743,-1
2018,-1.5,0,-0.87625,-1
2018,-0.5,0,-1.29,-1
2018,0.5,1,0.85905,-1
2018,0.5,1,3.0878,1
2018,1.5,1,1.6025,-1
2018,1.5,1,1.1395,-1
2018,0,0,-3.2576,-1
2018,5,1,0.84101,-1
2018,-1.5,0,-1.9752,-1
2018,-0.5,1,1.1849,-1
2018,0.5,1,2.0137,-1
2018,0.5,1,1.4389,1
2018,1.5,1,2.9816,-1
2018,1.5,1,1.085,-1
2018,0,0,-4.6655,-1
2018,5,1,1.4537,-1
2018,-1.5,0,-4.7262,-1
2018,-0.5,1,4.4085,-1
2018,0.5,1,1.294,-1
2018,0.5,1,1.5869,1
2018,1.5,1,1.2449,-1
2018,1.5,1,1.0735,-1
2018,0,0,-1.0377,-1
2018,5,1,0.96547,-1
2018,-1.5,0,-0.89968,-1
2018,-0.5,0,-1.5427,-1
2018,0.5,1,0.99984,-1
2018,0.5,1,1.1066,1
2018,1.5,1,1.0928,-1
2018,1.5,1,0.97597,-1
2018,0,0,-0.98917,-1
2018,5,1,0.83703,-1
2018,-1.5,0,-3.2021,-1
2018,-0.5,1,1.9868,-1
2018,0.5,1,1.5372,-1
2018,0.5,1,2.9734,1
2018,1.5,1,1.5485,-1
2018,1.5,1,1.1231,-1
2018,0,0,-1.2477,-1
2018,5,1,1.1791,-1
2018,-1.5,1,1.2671,-1
2018,-0.5,0,-1.2199,-1
2018,0.5,0,-2.504,-1
2018,0.5,1,2.2582,1
2018,1.5,1,1.4194,-1
2018,1.5,1,0.78385,-1
2018,0,0,-1.2989,-1
2018,5,1,0.80689,-1
2018,-1.5,0,-1.2408,-1
2018,-0.5,0,-2.295,-1
2018,0.5,1,1.1773,-1
2018,0.5,1,2.0973,1
2018,1.5,1,0.83492,-1
2018,1.5,1,2.7683,-1
