subj_idx,stim,response,rt,condition
2013,0,1,2.9206,-1
2013,0,0,-1.1571,-1
2013,-0.5,0,-1.255,1
2013,0,1,0.7201,1
2013,1.5,1,0.83573,1
2013,0,0,-3.0352,1
2013,0.5,1,1.4078,-1
2013,0.5,1,1.5359,1
2013,0,0,-1.2618,1
2013,-0.5,1,1.7835,-1
2013,-5,0,-0.8227,-1
2013,0.5,0,-1.1863,1
2013,5,1,0.92873,-1
2013,0,0,-1.6343,-1
2013,0,0,-2.4782,1
2013,0.5,1,0.84083,1
2013,-1.5,0,-1.8022,-1
2013,-1,0,-3.6112,1
2013,1,1,2.1763,1
2013,1.5,1,1.0716,1
2013,0,0,-1.1327,-1
2013,0.5,0,-1.4605,-1
2013,1,1,0.71252,1
2013,0,0,-1.7907,-1
2013,-1.5,1,0.86129,-1
2013,1.5,0,-0.82661,1
2013,1,0,-2.8174,-1
2013,0.5,1,0.99783,-1
2013,0.5,1,0.95354,-1
2013,1,1,1.6087,-1
2013,1.5,1,0.96397,-1
2013,0,1,1.0099,1
2013,5,1,0.86322,-1
2013,0.5,1,1.4629,-1
2013,-0.5,0,-4.5475,-1
2013,-1,0,-0.95641,-1
2013,1.5,1,0.88073,-1
2013,-1,0,-0.77396,-1
2013,-0.5,1,2.6227,1
2013,-0.5,0,-0.90646,1
2013,0.5,0,-2.467,1
2013,1,1,1.5008,1
2013,-0.5,1,0.8755,1
2013,0,1,0.84175,1
2013,-1.5,0,-0.80795,-1
2013,-0.5,0,-1.1532,1
2013,1.5,1,3.4331,-1
2013,-1.5,0,-2.5459,1
2013,0.5,1,2.5638,-1
2013,1,1,2.0248,-1
2013,0.5,1,1.0935,1
2013,-1,0,-0.87812,1
2013,1,1,1.3407,1
2013,0.5,1,1.3502,1
2013,-5,0,-0.94595,-1
2013,0.5,0,-2.2625,-1
2013,0.5,1,1.3663,1
2013,0.5,1,2.7524,1
2013,-0.5,0,-0.8382,1
2013,0,1,2.7946,-1
2013,-1,1,4.4043,-1
2013,0,1,1.2466,-1
2013,1,0,-1.2012,1
2013,-1,0,-1.061,-1
2013,0.5,1,1.5021,1
2013,-1,1,3.9667,-1
2013,0,1,0.98048,1
2013,-0.5,1,1.4188,1
2013,0.5,1,0.9686,1
2013,1,1,1.1525,-1
2013,-0.5,0,-1.9871,-1
2013,-0.5,1,1.9643,1
2013,-1,0,-0.80642,1
2013,-5,0,-0.73782,1
2013,-0.5,1,1.2271,-1
2013,1,1,2.0972,1
2013,0,1,1.0286,1
2013,0,1,3.4865,1
2013,0.5,1,0.99944,1
2013,0,1,1.5468,-1
2013,0,1,1.4444,-1
2013,-0.5,1,1.9152,1
2013,0,1,2.2155,1
2013,1.5,1,4.6947,1
2013,0,1,0.97768,1
2013,0.5,1,2.0291,-1
2013,0.5,1,1.7347,1
2013,0,0,-1.5477,1
2013,-0.5,0,-2.0794,-1
2013,-5,0,-0.63397,-1
2013,0.5,1,3.2318,1
2013,5,1,0.82784,-1
2013,0,1,2.6506,-1
2013,0,1,1.3085,1
2013,0.5,1,3.1818,1
2013,-1.5,0,-1.3962,-1
2013,-1,0,-1.3172,1
2013,1,1,1.0042,1
2013,1.5,1,1.5787,1
2013,0,1,0.76759,-1
2013,0.5,1,1.7375,-1
2013,1,1,1.3279,1
2013,0,1,1.9376,-1
2013,-1.5,0,-1.8747,-1
2013,1.5,1,1.0753,1
2013,1,1,1.1902,-1
2013,0.5,0,-0.87216,-1
2013,0.5,0,-1.4231,-1
2013,1,1,0.86783,-1
2013,1.5,1,5.4364,-1
2013,0,0,-2.1737,1
2013,5,1,0.8195,-1
2013,0.5,1,3.029,-1
2013,-0.5,0,-0.7097,-1
2013,-1,1,3.3821,-1
2013,1.5,1,0.7932,-1
2013,-1,0,-1.2062,-1
2013,-0.5,1,1.2739,1
2013,-0.5,0,-5.4132,1
2013,0.5,1,1.3158,1
2013,1,0,-1.0741,1
2013,-0.5,1,0.82017,1
2013,0,1,0.81174,1
2013,-1.5,0,-2.1853,-1
2013,-0.5,0,-1.1821,1
2013,1.5,1,0.79985,-1
2013,-1.5,0,-1.1605,1
2013,0.5,1,2.4639,-1
2013,1,0,-1.2737,-1
2013,0.5,1,1.9292,1
2013,-1,0,-0.9543,1
2013,1,1,1.1928,1
2013,0.5,1,2.0224,1
2013,-5,0,-1.0201,-1
2013,0.5,1,2.2482,-1
2013,0.5,0,-3.1009,1
2013,0.5,1,2.0382,1
2013,-0.5,0,-0.81777,1
2013,0,0,-5.2134,-1
2013,-1,0,-1.2062,-1
2013,0,1,0.96568,-1
2013,1,1,1.7246,1
2013,-1,0,-1.1999,-1
2013,0.5,1,1.3491,1
2013,-1,0,-2.7806,-1
2013,0,0,-1.2143,1
2013,-0.5,0,-0.79134,1
2013,0.5,1,0.73179,1
2013,1,0,-2.2406,-1
2013,-0.5,1,2.7414,-1
2013,-0.5,0,-1.5679,1
2013,-1,0,-1.4728,1
2013,-5,0,-1.38,1
2013,-0.5,1,3.1639,-1
2013,1,0,-1.0271,1
2013,0,1,3.1755,1
2013,0,0,-1.0061,1
2013,0.5,1,1.5491,1
2015,-5,0,-0.83889,1
2015,-1.5,1,0.70315,-1
2015,-0.5,0,-1.0411,-1
2015,1,1,1.2065,1
2015,0.5,1,1.0561,1
2015,0.5,1,0.88312,-1
2015,-0.5,0,-2.0367,1
2015,0.5,0,-1.2536,1
2015,0,0,-1.4081,-1
2015,0.5,1,0.9443,1
2015,1,1,1.7231,-1
2015,5,1,0.91044,1
2015,-1,0,-1.1027,1
2015,-1.5,0,-0.73428,1
2015,-1,0,-2.0796,1
2015,0,1,1.4635,-1
2015,-1,0,-2.7758,-1
2015,-1,1,1.3784,-1
2015,1.5,1,0.97723,1
2015,-5,0,-0.95291,-1
2015,0,1,2.2553,1
2015,-0.5,1,1.3997,1
2015,0.5,1,1.3281,1
2015,1,1,1.9218,-1
