subj_idx,stim,response,rt,condition
2013,5,1,1.0957,-1
2013,0,0,-4.5624,-1
2013,0,1,1.6422,1
2013,0.5,1,1.6056,1
2013,-1.5,1,1.0448,-1
2013,-1,0,-3.067,1
2013,1,1,1.1953,1
2013,1.5,1,0.95759,1
2013,0,1,2.9097,-1
2013,0.5,0,-1.8853,-1
2013,1,1,1.2042,1
2013,0,0,-2.5813,-1
2013,-1.5,0,-6.7574,-1
2013,1.5,1,0.8328,1
2013,1,1,1.4694,-1
2013,0.5,1,1.1444,-1
2013,0.5,1,1.9597,-1
2013,1,1,1.2618,-1
2013,1.5,1,1.5018,-1
2013,0,1,1.1307,1
2013,5,1,1.1354,-1
2013,0.5,1,0.77978,-1
2013,-0.5,1,0.72825,-1
2013,-1,0,-4.6431,-1
2013,1.5,1,0.87778,-1
2013,-1,0,-1.8018,-1
2013,-0.5,0,-1.1483,1
2013,-0.5,0,-1.5748,1
2013,0.5,1,1.6297,1
2013,1,1,1.3748,1
2013,-0.5,0,-2.4724,1
2013,0,1,3.1915,1
2013,-1.5,0,-0.58813,-1
2013,-0.5,1,3.2836,1
2013,1.5,1,1.3738,-1
2013,-1.5,0,-1.4,1
2013,0.5,0,-0.78934,-1
2013,1,1,1.7623,-1
2013,0.5,0,-1.6311,1
2013,-1,1,1.9949,1
2013,1,1,2.0917,1
2013,0.5,1,0.71716,1
2013,-5,0,-1.0705,-1
2013,0.5,1,0.8488,-1
2013,0.5,1,1.0497,1
2013,0.5,0,-1.1259,1
2013,-0.5,1,1.1166,1
2013,0,1,1.446,-1
2013,-1,0,-2.3023,-1
2013,0,1,0.86075,-1
2013,1,1,1.4707,1
2013,-1,0,-1.9979,-1
2013,0.5,0,-0.96425,1
2013,-1,0,-1.0334,-1
2013,0,1,1.3856,1
2013,-0.5,1,2.3429,1
2013,0.5,1,1.1267,1
2013,1,1,1.9456,-1
2013,-0.5,1,1.4948,-1
2013,-0.5,1,3.367,1
2013,-1,0,-1.1224,1
2013,-5,0,-1.1823,1
2013,-0.5,1,1.9374,-1
2013,1,1,4.6335,1
2013,0,1,1.0536,1
2013,0,0,-1.0302,1
2013,0.5,1,1.07,1
2013,0,1,1.3617,-1
2013,0,1,4.251,-1
2013,-0.5,1,1.3723,1
2013,0,1,2.2714,1
2013,1.5,1,1.9816,1
2013,0,0,-1.4804,1
2013,0.5,0,-2.7929,-1
2013,0.5,1,1.8632,1
2013,0,0,-1.9708,1
2013,-0.5,1,1.0485,-1
2013,-5,0,-0.80826,-1
2013,0.5,1,1.3463,1
2013,5,1,1.0048,-1
2013,0,1,1.875,-1
2013,0,0,-1.7578,1
2013,0.5,1,1.3592,1
2013,-1.5,0,-0.84975,-1
2013,-1,0,-0.95057,1
2013,1,0,-1.6606,1
2013,1.5,1,0.96443,1
2013,0,0,-1.0379,-1
2013,0.5,1,2.6258,-1
2013,1,1,0.93405,1
2013,0,1,2.967,-1
2013,-1.5,0,-0.96219,-1
2013,1.5,1,0.8137,1
2013,1,1,1.2037,-1
2013,0.5,1,1.0841,-1
2013,0.5,1,2.3301,-1
2013,1,1,4.2281,-1
2013,1.5,1,1.3076,-1
2013,0,0,-1.845,1
2013,5,1,0.78789,-1
2013,0.5,1,4.0462,-1
2013,-0.5,1,3.9683,-1
2013,-1,0,-0.61762,-1
2013,1.5,1,1.558,-1
2013,-1,0,-1.2253,-1
2013,-0.5,0,-4.6802,1
2013,-0.5,0,-2.5097,1
2013,0.5,1,0.89507,1
2013,1,1,1.5093,1
2013,-0.5,1,2.3637,1
2013,0,0,-2.8851,1
2013,-1.5,1,1.7186,-1
2013,-0.5,1,1.1343,1
2013,1.5,1,0.8978,-1
2013,-1.5,0,-4.0691,1
2013,0.5,0,-2.7006,-1
2013,1,1,1.0851,-1
2013,0.5,1,2.009,1
2013,-1,0,-1.2797,1
2013,1,1,1.9374,1
2013,0.5,1,3.4358,1
2013,-5,0,-0.83178,-1
2013,0.5,1,1.0548,-1
2013,0.5,1,2.5362,1
2013,0.5,1,3.7018,1
2013,-0.5,0,-4.8343,1
2013,0,1,1.0777,-1
2013,-1,0,-2.0006,-1
2013,0,1,1.1163,-1
2013,1,0,-3.2432,1
2013,-1,1,1.6789,-1
2013,0.5,1,1.2247,1
2013,-1,1,0.95595,-1
2013,0,0,-1.6735,1
2013,-0.5,0,-1.95,1
2013,0.5,1,1.6393,1
2013,1,1,2.4775,-1
2013,-0.5,1,1.2454,-1
2013,-0.5,0,-2.1471,1
2013,-1,0,-0.92501,1
2013,-5,0,-0.6414,1
2013,-0.5,0,-1.6287,-1
2013,1,1,1.0991,1
2013,0,1,2.4521,1
2013,0,0,-0.89444,1
2013,0.5,1,1.4913,1
2013,0,1,2.1254,-1
2013,0,0,-0.94811,-1
2013,-0.5,1,0.78658,1
2013,0,0,-1.1316,1
2013,1.5,1,1.2275,1
2013,0,0,-1.2315,1
2013,0.5,1,1.7658,-1
2013,0.5,1,1.5954,1
2013,0,0,-4.9538,1
2013,-0.5,0,-1.8337,-1
2013,-5,0,-1.0642,-1
2013,0.5,1,1.4964,1
2015,0,1,1.8947,1
2015,-0.5,1,1.1442,1
2015,-1,1,0.98956,1
2015,-0.5,1,0.9872,1
2015,1,1,0.70988,-1
2015,0,1,2.1069,1
2015,-1,1,1.038,1
2015,-0.5,1,2.7843,1
2015,1.5,1,1.3264,1
2015,0,1,2.2318,1
2015,-0.5,0,-2.9266,-1
2015,0,1,1.8986,1
2015,0,1,0.98901,1
2015,-1.5,0,-0.72933,-1
2015,-5,0,-0.88617,1
2015,-1.5,0,-1.7684,-1
2015,-0.5,0,-1.2802,-1
2015,1,1,0.82634,1
2015,0.5,1,1.1027,1
2015,0.5,1,1.4149,-1
2015,-0.5,0,-0.71755,1
2015,0.5,1,1.9275,1
2015,0,1,1.8694,-1
2015,0.5,1,1.2666,1
2015,1,1,1.4618,-1
2015,5,1,0.72613,1
2015,-1,1,4.2215,1
2015,-1.5,0,-1.2309,1
2015,-1,0,-2.5189,1
2015,0,1,0.99114,-1
2015,-1,1,3.2921,-1
2015,-1,1,1.3497,-1
2015,1.5,1,0.87242,1
2015,-5,0,-0.8638,-1
2015,0,1,0.73745,1
2015,-0.5,0,-1.1224,1
2015,0.5,1,2.0044,1
2015,1,1,1.659,-1
2015,-1.5,0,-1.1944,1
2015,1.5,1,0.75644,-1
2015,0.5,1,0.87108,1
2015,-1.5,0,-2.1907,1
2015,0.5,1,0.73461,1
2015,-1.5,0,-1.4526,1
2015,1,1,0.86032,1
2015,-0.5,1,1.2101,-1
2015,-0.5,1,2.2262,1
2015,0,1,1.0907,-1
2015,0,1,1.3347,1
2015,-1,1,1.3641,1
2015,1,1,0.76441,-1
2015,1.5,1,0.85035,1
2015,-1,1,0.98565,1
2015,-1,0,-2.7959,1
2015,1,1,1.2143,-1
2015,-0.5,1,1.6072,1
2015,-1,0,-2.0237,1
2015,1.5,1,1.1446,1
2015,1.5,1,0.74709,-1
2015,0,1,1.1567,1
2015,0,1,0.71087,-1
2015,0,1,1.0071,-1
2015,-0.5,0,-1.2873,1
2015,1,1,1.1498,1
2015,-0.5,0,-1.3487,-1
2015,0.5,0,-2.6445,-1
2015,0.5,1,1.4414,1
2015,-0.5,0,-0.95317,-1
2015,0,1,1.8443,-1
2015,-0.5,1,1.6307,-1
2015,-1,0,-1.6867,-1
2015,1,1,1.0263,1
2015,0,1,2.4879,1
2015,0,1,1.0243,1
2015,-1.5,1,0.8265,1
2015,1.5,1,1.398,-1
2015,1,1,1.0143,1
2015,-0.5,0,-4.6562,-1
2015,-0.5,0,-1.5954,1
2015,-1.5,0,-2.3206,1
2015,1,1,0.89503,1
2015,1,1,0.92903,-1
2015,0,1,1.6313,-1
2015,0,1,0.84394,1
2015,0,1,1.3905,-1
2015,-1,0,-3.5381,-1
2015,1,1,0.95983,1
2015,0.5,1,1.0998,-1
2015,0,1,1.1116,-1
2015,0,1,0.85335,1
2015,-0.5,1,1.6616,-1
2015,1,1,0.8584,1
2015,-0.5,0,-2.2466,-1
2015,0,0,-6.3209,-1
2015,-1.5,0,-1.253,-1
2015,-1,0,-0.87478,-1
2015,5,1,0.686,-1
2015,0.5,1,0.91032,-1
2015,1,1,1.2309,-1
2015,1,1,0.81322,1
2015,-1.5,0,-2.8171,-1
2015,0,1,1.3763,-1
2015,0.5,1,0.73025,-1
2015,-1,1,0.69027,-1
2015,0,1,1.7562,-1
2015,1,1,0.81803,-1
2015,1.5,1,1.0361,1
2015,0,1,1.4934,1
2015,1.5,1,0.82508,-1
2015,1.5,1,1.0859,-1
2015,-1,0,-0.95971,-1
2015,-1,0,-2.3505,-1
2015,-1.5,0,-1.3006,-1
2015,0.5,1,0.76311,1
2015,1.5,1,1.5992,-1
2015,0.5,0,-1.1578,-1
2015,1,1,1.3213,-1
2015,0,1,1.7365,-1
2015,-0.5,0,-0.84796,1
2015,-1,0,-1.1194,-1
2015,-1.5,0,-0.78747,-1
2015,1.5,1,1.4969,1
2015,0.5,1,2.5934,-1
2015,5,1,0.704,1
2015,0,0,-1.5722,-1
2015,0.5,0,-2.4809,-1
2015,-1,0,-1.8647,1
2015,-5,0,-0.69632,1
2015,-1,0,-1.6186,-1
2015,0.5,1,2.4883,-1
2015,0.5,1,0.98711,1
2015,0,1,2.4801,1
2015,-0.5,1,1.738,-1
2015,-0.5,1,1.348,1
2015,-0.5,0,-3.7475,-1
2015,5,1,0.73434,-1
2015,-0.5,0,-0.84165,1
2015,-1,1,0.9441,1
