subj_idx,stim,response,rt,condition
2013,-1,0,-1.0833,1
2013,1,1,0.71896,1
2013,-1.5,0,-2.1756,-1
2013,-1.5,1,1.8784,1
2013,-0.5,0,-1.9254,-1
2013,0.5,1,1.1147,-1
2013,-0.5,1,1.0392,-1
2013,-0.5,0,-2.0358,1
2013,0,1,2.2921,-1
2013,1,0,-1.5342,-1
2013,1,0,-0.9223,1
2013,-1,0,-1.4461,1
2013,-0.5,1,2.0435,-1
2013,0.5,1,1.5362,1
2013,-0.5,0,-1.1084,-1
2013,0.5,1,1.4874,1
2013,0,0,-0.7859,-1
2013,0,1,3.0378,1
2013,0,1,1.6832,1
2013,-0.5,0,-2.5307,1
2013,-1.5,0,-1.3458,-1
2013,-1.5,0,-0.89902,1
2013,1.5,1,1.9187,-1
2013,1,0,-0.69736,-1
2013,-1,1,1.6276,-1
2013,0,0,-1.1974,-1
2013,-0.5,0,-0.90304,-1
2013,5,1,0.97305,1
2013,1.5,1,1.0671,-1
2013,-1.5,0,-0.74933,1
2013,1,0,-3.6374,-1
2013,0,1,2.4147,-1
2013,0,1,1.1819,-1
2013,-1,0,-2.2126,-1
2013,-1,0,-2.5303,-1
2013,1.5,1,1.9408,1
2013,-1,1,0.98616,1
2013,0,1,3.673,1
2013,0,0,-1.8286,-1
2013,-0.5,0,-3.9768,1
2013,-1,0,-1.1513,1
2013,5,1,0.66475,1
2013,-1,0,-1.8757,-1
2013,-1.5,1,1.4926,-1
2013,-0.5,0,-4.0042,1
2013,1,0,-1.6053,-1
2013,-0.5,1,0.87188,-1
2013,0.5,1,1.0875,-1
2013,1.5,1,1.0294,1
2013,1,1,1.2983,-1
2013,1,0,-2.6378,1
2013,-0.5,1,1.8195,-1
2013,0.5,0,-1.8875,-1
2013,-1,0,-1.4329,-1
2013,0,1,2.6707,1
2013,-0.5,1,2.0121,1
2013,-1,0,-1.1887,1
2013,1,0,-1.2669,-1
2013,0,1,4.2595,1
2013,-0.5,1,1.2413,-1
2013,-5,0,-0.98028,1
2013,0.5,1,2.2727,-1
2013,-0.5,1,3.9268,1
2013,0,0,-3.2096,1
2013,0.5,1,0.90101,-1
2013,-0.5,0,-2.4899,-1
2013,-1.5,0,-1.3362,1
2013,-1,0,-2.2197,1
2013,0.5,0,-1.3813,1
2013,0,0,-0.87952,-1
2013,0,1,1.1924,-1
2013,0.5,0,-1.4065,-1
2013,1.5,1,0.91456,1
2013,1,1,1.9516,1
2013,0,1,3.9633,-1
2013,0,1,1.7807,1
2013,-1.5,1,1.5206,1
2013,0.5,1,1.8084,-1
2013,1.5,1,1.9964,-1
2013,-1,0,-1.0319,1
2013,1,1,1.1247,1
2013,-1.5,0,-1.0739,-1
2013,-1.5,1,1.1131,1
2013,-0.5,0,-2.3894,-1
2013,0.5,1,4.8384,-1
2013,-0.5,0,-1.9754,-1
2013,-0.5,0,-2.3358,1
2013,0,0,-3.9293,-1
2013,1,1,1.3895,-1
2013,1,1,2.2545,1
2013,-1,0,-1.493,1
2013,-0.5,0,-1.7456,-1
2013,0.5,1,2.9855,1
2013,-0.5,0,-1.1946,-1
2013,0.5,0,-0.58075,1
2013,0,1,1.2081,-1
2013,0,1,0.75664,1
2013,0,0,-1.7361,1
2013,-0.5,1,0.89013,1
2013,-1.5,0,-2.7826,-1
2013,-1.5,1,1.2949,1
2013,1.5,0,-2.1016,-1
2013,1,1,2.026,-1
2013,-1,1,2.3712,-1
2013,0,1,0.9712,-1
2013,-0.5,0,-2.2195,-1
2013,5,1,0.93826,1
2013,1.5,0,-0.81739,-1
2013,-1.5,0,-3.6385,1
2013,1,0,-0.74293,-1
2013,0,1,0.96896,-1
2013,0,0,-1.1599,-1
2013,-1,0,-1.912,-1
2013,-1,0,-1.9658,-1
2013,1.5,1,1.5747,1
2013,-1,0,-3.8785,1
2013,0,0,-1.1432,1
2013,0,0,-3.2278,-1
2013,-0.5,0,-2.9105,1
2013,-1,0,-2.4789,1
2013,5,1,0.99155,1
2013,-1,0,-1.0058,-1
2013,-1.5,0,-0.85959,-1
2013,-0.5,1,2.9502,1
2013,1,1,1.0557,-1
2013,-0.5,1,0.87944,-1
2013,0.5,1,1.7857,-1
2013,1.5,1,2.8125,1
2013,1,1,0.78186,-1
2013,1,1,1.3277,1
2013,-0.5,1,1.8117,-1
2013,0.5,1,3.1616,-1
2013,-1,0,-2.9393,-1
2013,0,0,-1.2816,1
2013,-0.5,0,-1.1248,1
2013,-1,0,-1.107,1
2013,1,1,2.1827,-1
2013,0,1,1.7139,1
2013,-0.5,0,-1.4219,-1
2013,-5,0,-0.86843,1
2013,0.5,1,1.2785,-1
2013,-0.5,1,3.7976,1
2013,0,1,1.5491,1
2013,0.5,1,0.63753,-1
2013,-0.5,0,-1.1693,-1
2013,-1.5,1,0.86735,1
2013,-1,1,1.1248,1
2013,0.5,1,2.0808,1
2013,0,1,1.3893,-1
2013,0,0,-0.91454,-1
2013,0.5,0,-0.74119,-1
2013,1.5,1,1.6171,1
2013,1,1,0.96311,1
2013,0,1,3.2426,-1
2013,0,1,1.9263,1
2013,-1.5,0,-0.71596,1
2013,0.5,1,2.4377,-1
2013,1.5,1,0.78096,-1
2015,0.5,1,0.82517,-1
2015,0.5,1,1.4198,1
2015,0.5,1,1.3448,-1
2015,0,1,1.7826,1
2015,-0.5,0,-1.645,1
2015,-1,0,-1.1893,1
2015,-0.5,1,1.4666,1
2015,1,1,0.69249,-1
2015,0,1,1.5448,1
2015,-1,0,-4.4499,1
2015,-0.5,1,1.7081,1
2015,1.5,1,1.3764,1
2015,0,1,1.0061,1
2015,-0.5,0,-0.79231,-1
2015,0,1,0.82296,1
2015,0,1,2.0786,1
2015,-1.5,0,-1.5616,-1
2015,-5,0,-1.1855,1
2015,-1.5,0,-1.0178,-1
2015,-0.5,1,2.2147,-1
2015,1,1,1.1712,1
2015,0.5,1,0.82228,1
2015,0.5,0,-1.1383,-1
2015,-0.5,1,1.6428,1
2015,0.5,1,1.0102,1
2015,0,1,0.82731,-1
2015,0.5,1,1.5252,1
2015,1,1,1.1355,-1
2015,5,1,0.72379,1
2015,-1,0,-0.72903,1
2015,-1.5,0,-1.3235,1
2015,-1,1,3.269,1
2015,0,0,-2.7838,-1
2015,-1,0,-2.3997,-1
2015,-1,1,3.0091,-1
2015,1.5,1,0.8465,1
2015,-5,0,-0.73271,-1
2015,0,1,3.173,1
2015,-0.5,1,1.7382,1
2015,0.5,1,1.9289,1
2015,1,1,0.94658,-1
2015,-1.5,1,0.75834,1
2015,1.5,1,0.86004,-1
2015,0.5,1,0.99279,1
2015,-1.5,0,-1.4773,1
2015,0.5,1,1.3884,1
2015,-1.5,0,-1.8475,1
2015,1,1,0.86473,1
2015,-0.5,0,-0.92104,-1
2015,-0.5,1,1.0007,1
2015,0,1,1.0084,-1
2015,0,1,1.7944,1
2015,-1,1,2.7058,1
2015,1,1,1.461,-1
2015,1.5,1,0.93937,1
2015,-1,1,4.0626,1
2015,-1,0,-2.8405,1
2015,1,1,0.86243,-1
2015,-0.5,0,-1.6125,1
2015,-1,0,-1.6745,1
2015,1.5,1,1.2301,1
2015,1.5,1,2.2653,-1
2015,0,1,0.86696,1
2015,0,0,-3.2779,-1
2015,0,1,1.006,-1
2015,-0.5,1,2.2034,1
2015,1,1,1.0537,1
2015,-0.5,0,-2.634,-1
2015,0.5,1,0.95168,-1
2015,0.5,1,1.6142,1
2015,-0.5,0,-1.2315,-1
2015,0,0,-1.0291,-1
