subj_idx,stim,response,rt,condition
2013,0.5,1,1.1608,1
2013,5,1,0.78254,-1
2013,0,1,1.4367,-1
2013,0,1,2.0351,1
2013,0.5,1,2.9579,1
2013,-1.5,0,-0.87805,-1
2013,-1,0,-2.8486,1
2013,1,1,0.75976,1
2013,1.5,1,0.80073,1
2013,0,0,-0.88444,-1
2013,0.5,1,1.0232,-1
2013,1,0,-1.0232,1
2013,0,1,2.9556,-1
2013,-1.5,0,-0.7088,-1
2013,1.5,1,0.84254,1
2013,1,1,0.80422,-1
2013,0.5,0,-0.67078,-1
2013,0.5,1,1.9775,-1
2013,1,0,-1.1876,-1
2013,1.5,1,2.7938,-1
2013,0,1,0.95263,1
2013,5,1,0.92122,-1
2013,0.5,0,-0.8863,-1
2013,-0.5,0,-0.82458,-1
2013,-1,0,-1.0369,-1
2013,1.5,1,0.98053,-1
2013,-1,0,-1.7933,-1
2013,-0.5,0,-1.7063,1
2013,-0.5,1,0.93619,1
2013,0.5,1,3.9794,1
2013,1,1,1.7109,1
2013,-0.5,0,-1.7634,1
2013,0,0,-1.6407,1
2013,-1.5,0,-1.2193,-1
2013,-0.5,0,-2.5236,1
2013,1.5,1,1.9785,-1
2013,-1.5,0,-1.1747,1
2013,0.5,1,2.8629,-1
2013,1,0,-1.4519,-1
2013,0.5,0,-1.7006,1
2013,-1,0,-2.2733,1
2013,1,1,1.6459,1
2013,0.5,1,1.7655,1
2013,-5,0,-0.70048,-1
2013,0.5,1,1.4851,-1
2013,0.5,1,1.1043,1
2013,0.5,1,0.71643,1
2013,-0.5,1,3.0506,1
2013,0,0,-2.1175,-1
2013,-1,0,-1.8112,-1
2013,0,1,1.3281,-1
2013,1,1,1.0567,1
2013,-1,0,-2.6628,-1
2013,0.5,1,0.91722,1
2013,-1,0,-1.6457,-1
2013,0,1,1.5937,1
2013,-0.5,1,1.1678,1
2013,0.5,1,1.8482,1
2013,1,0,-1.6819,-1
2013,-0.5,0,-1.0907,-1
2013,-0.5,1,1.6071,1
2013,-1,0,-1.6149,1
2013,-5,0,-0.99533,1
2013,-0.5,1,2.1107,-1
2013,1,1,2.3531,1
2013,0,1,0.67139,1
2013,0,1,1.2307,1
2013,0.5,1,1.3858,1
2013,0,1,2.2556,-1
2013,0,1,1.7821,-1
2013,-0.5,0,-1.0221,1
2013,0,1,3.7189,1
2013,1.5,1,1.0805,1
2013,0,0,-2.3452,1
2013,0.5,1,0.80633,-1
2013,0.5,1,0.93271,1
2013,0,0,-0.74921,1
2013,-0.5,1,1.6497,-1
2013,-5,0,-0.93144,-1
2013,0.5,1,1.1448,1
2013,5,1,0.79977,-1
2013,0,1,0.82937,-1
2013,0,1,2.102,1
2013,0.5,1,1.1774,1
2013,-1.5,0,-0.78564,-1
2013,-1,1,2.0076,1
2013,1,1,0.92008,1
2013,1.5,1,1.2599,1
2013,0,1,1.6076,-1
2013,0.5,1,0.94243,-1
2013,1,1,0.8515,1
2013,0,1,1.6654,-1
2013,-1.5,0,-5.1772,-1
2013,1.5,1,1.8978,1
2013,1,1,4.1767,-1
2013,0.5,1,0.8852,-1
2013,0.5,1,1.679,-1
2013,1,1,0.88225,-1
2013,1.5,1,1.1243,-1
2013,0,0,-1.726,1
2013,5,1,1.6584,-1
2013,0.5,1,0.86556,-1
2013,-0.5,0,-0.97322,-1
2013,-1,0,-2.7211,-1
2013,1.5,0,-1.57,-1
2013,-1,0,-3.0165,-1
2013,-0.5,1,1.0427,1
2013,-0.5,0,-3.9682,1
